2026-01-03 23:35:08 | MedicalAI | INFO     | setup_logger:106 | 日志文件已创建: logs/server.log
2026-01-03 23:39:08 | MedicalAI | INFO     | decorated_function:189 | [1767454748743-139636122853888] 请求成功
2026-01-03 23:39:08 | MedicalAI | INFO     | decorated_function:187 | [1767454748915-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:08 | MedicalAI | INFO     | decorated_function:189 | [1767454748915-139636122853888] 请求成功
2026-01-03 23:39:09 | MedicalAI | INFO     | decorated_function:187 | [1767454749086-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:09 | MedicalAI | INFO     | decorated_function:189 | [1767454749086-139636122853888] 请求成功
2026-01-03 23:39:09 | MedicalAI | INFO     | decorated_function:187 | [1767454749253-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:09 | MedicalAI | INFO     | decorated_function:189 | [1767454749253-139636122853888] 请求成功
2026-01-03 23:39:09 | MedicalAI | INFO     | decorated_function:187 | [1767454749421-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:09 | MedicalAI | INFO     | decorated_function:189 | [1767454749421-139636122853888] 请求成功
2026-01-03 23:39:09 | MedicalAI | INFO     | decorated_function:187 | [1767454749589-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:09 | MedicalAI | INFO     | decorated_function:189 | [1767454749589-139636122853888] 请求成功
2026-01-03 23:41:03 | MedicalAI | INFO     | decorated_function:187 | [1767454863614-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:03 | MedicalAI | INFO     | decorated_function:189 | [1767454863614-139636122853888] 请求成功
2026-01-03 23:41:03 | MedicalAI | INFO     | decorated_function:187 | [1767454863805-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:03 | MedicalAI | INFO     | decorated_function:189 | [1767454863805-139636122853888] 请求成功
2026-01-03 23:41:03 | MedicalAI | INFO     | decorated_function:187 | [1767454863972-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:03 | MedicalAI | INFO     | decorated_function:189 | [1767454863972-139636122853888] 请求成功
2026-01-03 23:41:04 | MedicalAI | INFO     | decorated_function:187 | [1767454864139-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:04 | MedicalAI | INFO     | decorated_function:189 | [1767454864139-139636122853888] 请求成功
2026-01-03 23:41:04 | MedicalAI | INFO     | decorated_function:187 | [1767454864313-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:04 | MedicalAI | INFO     | decorated_function:189 | [1767454864313-139636122853888] 请求成功
2026-01-03 23:41:04 | MedicalAI | INFO     | decorated_function:187 | [1767454864508-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:04 | MedicalAI | INFO     | decorated_function:189 | [1767454864508-139636122853888] 请求成功
2026-01-03 23:41:04 | MedicalAI | INFO     | decorated_function:187 | [1767454864743-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:04 | MedicalAI | INFO     | decorated_function:189 | [1767454864743-139636122853888] 请求成功
2026-01-03 23:41:04 | MedicalAI | INFO     | decorated_function:187 | [1767454864919-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:04 | MedicalAI | INFO     | decorated_function:189 | [1767454864919-139636122853888] 请求成功
2026-01-03 23:41:05 | MedicalAI | INFO     | decorated_function:187 | [1767454865122-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:05 | MedicalAI | INFO     | decorated_function:189 | [1767454865122-139636122853888] 请求成功
2026-01-03 23:41:05 | MedicalAI | INFO     | decorated_function:187 | [1767454865291-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:05 | MedicalAI | INFO     | decorated_function:189 | [1767454865291-139636122853888] 请求成功
2026-01-03 23:41:05 | MedicalAI | INFO     | decorated_function:187 | [1767454865466-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:05 | MedicalAI | INFO     | decorated_function:189 | [1767454865466-139636122853888] 请求成功
2026-01-03 23:41:05 | MedicalAI | INFO     | decorated_function:187 | [1767454865646-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:05 | MedicalAI | INFO     | decorated_function:189 | [1767454865646-139636122853888] 请求成功
2026-01-03 23:41:05 | MedicalAI | INFO     | decorated_function:187 | [1767454865813-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:05 | MedicalAI | INFO     | decorated_function:189 | [1767454865813-139636122853888] 请求成功
2026-01-03 23:41:05 | MedicalAI | INFO     | decorated_function:187 | [1767454865979-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:05 | MedicalAI | INFO     | decorated_function:189 | [1767454865979-139636122853888] 请求成功
2026-01-03 23:41:06 | MedicalAI | INFO     | decorated_function:187 | [1767454866149-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:06 | MedicalAI | INFO     | decorated_function:189 | [1767454866149-139636122853888] 请求成功
2026-01-03 23:41:06 | MedicalAI | INFO     | decorated_function:187 | [1767454866310-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:06 | MedicalAI | INFO     | decorated_function:189 | [1767454866310-139636122853888] 请求成功
2026-01-03 23:41:06 | MedicalAI | INFO     | decorated_function:187 | [1767454866478-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:06 | MedicalAI | INFO     | decorated_function:189 | [1767454866478-139636122853888] 请求成功
2026-01-03 23:41:06 | MedicalAI | INFO     | decorated_function:187 | [1767454866643-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:06 | MedicalAI | INFO     | decorated_function:189 | [1767454866643-139636122853888] 请求成功
2026-01-03 23:41:06 | MedicalAI | INFO     | decorated_function:187 | [1767454866831-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:06 | MedicalAI | INFO     | decorated_function:189 | [1767454866831-139636122853888] 请求成功
2026-01-03 23:41:07 | MedicalAI | INFO     | decorated_function:187 | [1767454867013-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:07 | MedicalAI | INFO     | decorated_function:189 | [1767454867013-139636122853888] 请求成功
2026-01-03 23:41:07 | MedicalAI | INFO     | decorated_function:187 | [1767454867182-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:07 | MedicalAI | INFO     | decorated_function:189 | [1767454867182-139636122853888] 请求成功
2026-01-03 23:41:07 | MedicalAI | INFO     | decorated_function:187 | [1767454867353-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:07 | MedicalAI | INFO     | decorated_function:189 | [1767454867353-139636122853888] 请求成功
2026-01-03 23:41:07 | MedicalAI | INFO     | decorated_function:187 | [1767454867530-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:07 | MedicalAI | INFO     | decorated_function:189 | [1767454867530-139636122853888] 请求成功
2026-01-03 23:41:07 | MedicalAI | INFO     | decorated_function:187 | [1767454867718-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:07 | MedicalAI | INFO     | decorated_function:189 | [1767454867718-139636122853888] 请求成功
2026-01-03 23:41:07 | MedicalAI | INFO     | decorated_function:187 | [1767454867890-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:07 | MedicalAI | INFO     | decorated_function:189 | [1767454867890-139636122853888] 请求成功
2026-01-03 23:41:08 | MedicalAI | INFO     | decorated_function:187 | [1767454868132-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:08 | MedicalAI | INFO     | decorated_function:189 | [1767454868132-139636122853888] 请求成功
2026-01-03 23:41:08 | MedicalAI | INFO     | decorated_function:187 | [1767454868305-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:08 | MedicalAI | INFO     | decorated_function:189 | [1767454868305-139636122853888] 请求成功
2026-01-03 23:41:08 | MedicalAI | INFO     | decorated_function:187 | [1767454868478-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:08 | MedicalAI | INFO     | decorated_function:189 | [1767454868478-139636122853888] 请求成功
2026-01-03 23:41:08 | MedicalAI | INFO     | decorated_function:187 | [1767454868643-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:08 | MedicalAI | INFO     | decorated_function:189 | [1767454868643-139636122853888] 请求成功
2026-01-03 23:41:08 | MedicalAI | INFO     | decorated_function:187 | [1767454868812-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:08 | MedicalAI | INFO     | decorated_function:189 | [1767454868812-139636122853888] 请求成功
2026-01-03 23:41:08 | MedicalAI | INFO     | decorated_function:187 | [1767454868974-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:08 | MedicalAI | INFO     | decorated_function:189 | [1767454868974-139636122853888] 请求成功
2026-01-03 23:41:09 | MedicalAI | INFO     | decorated_function:187 | [1767454869136-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:09 | MedicalAI | INFO     | decorated_function:189 | [1767454869136-139636122853888] 请求成功
2026-01-03 23:41:09 | MedicalAI | INFO     | decorated_function:187 | [1767454869302-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:09 | MedicalAI | INFO     | decorated_function:189 | [1767454869302-139636122853888] 请求成功
2026-01-03 23:41:09 | MedicalAI | INFO     | decorated_function:187 | [1767454869471-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:09 | MedicalAI | INFO     | decorated_function:189 | [1767454869471-139636122853888] 请求成功
2026-01-03 23:41:09 | MedicalAI | INFO     | decorated_function:187 | [1767454869654-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:09 | MedicalAI | INFO     | decorated_function:189 | [1767454869654-139636122853888] 请求成功
2026-01-03 23:41:09 | MedicalAI | INFO     | decorated_function:187 | [1767454869933-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:09 | MedicalAI | INFO     | decorated_function:189 | [1767454869933-139636122853888] 请求成功
2026-01-03 23:41:10 | MedicalAI | INFO     | decorated_function:187 | [1767454870100-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:10 | MedicalAI | INFO     | decorated_function:189 | [1767454870100-139636122853888] 请求成功
2026-01-03 23:41:10 | MedicalAI | INFO     | decorated_function:187 | [1767454870273-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:10 | MedicalAI | INFO     | decorated_function:189 | [1767454870273-139636122853888] 请求成功
2026-01-03 23:41:10 | MedicalAI | INFO     | decorated_function:187 | [1767454870448-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:10 | MedicalAI | INFO     | decorated_function:189 | [1767454870448-139636122853888] 请求成功
2026-01-03 23:41:10 | MedicalAI | INFO     | decorated_function:187 | [1767454870628-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:10 | MedicalAI | INFO     | decorated_function:189 | [1767454870628-139636122853888] 请求成功
2026-01-03 23:41:10 | MedicalAI | INFO     | decorated_function:187 | [1767454870803-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:10 | MedicalAI | INFO     | decorated_function:189 | [1767454870803-139636122853888] 请求成功
2026-01-03 23:41:11 | MedicalAI | INFO     | decorated_function:187 | [1767454871021-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:11 | MedicalAI | INFO     | decorated_function:189 | [1767454871021-139636122853888] 请求成功
2026-01-03 23:41:11 | MedicalAI | INFO     | decorated_function:187 | [1767454871208-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:11 | MedicalAI | INFO     | decorated_function:189 | [1767454871208-139636122853888] 请求成功
2026-01-03 23:41:11 | MedicalAI | INFO     | decorated_function:187 | [1767454871396-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:11 | MedicalAI | INFO     | decorated_function:189 | [1767454871396-139636122853888] 请求成功
2026-01-03 23:41:11 | MedicalAI | INFO     | decorated_function:187 | [1767454871581-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:11 | MedicalAI | INFO     | decorated_function:189 | [1767454871581-139636122853888] 请求成功
2026-01-03 23:41:11 | MedicalAI | INFO     | decorated_function:187 | [1767454871771-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:11 | MedicalAI | INFO     | decorated_function:189 | [1767454871771-139636122853888] 请求成功
2026-01-03 23:41:11 | MedicalAI | INFO     | decorated_function:187 | [1767454871941-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:11 | MedicalAI | INFO     | decorated_function:189 | [1767454871941-139636122853888] 请求成功
2026-01-03 23:41:12 | MedicalAI | INFO     | decorated_function:187 | [1767454872110-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:12 | MedicalAI | INFO     | decorated_function:189 | [1767454872110-139636122853888] 请求成功
2026-01-03 23:41:12 | MedicalAI | INFO     | decorated_function:187 | [1767454872284-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:12 | MedicalAI | INFO     | decorated_function:189 | [1767454872284-139636122853888] 请求成功
2026-01-03 23:41:12 | MedicalAI | INFO     | decorated_function:187 | [1767454872459-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:12 | MedicalAI | INFO     | decorated_function:189 | [1767454872459-139636122853888] 请求成功
2026-01-03 23:41:12 | MedicalAI | INFO     | decorated_function:187 | [1767454872656-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:12 | MedicalAI | INFO     | decorated_function:189 | [1767454872656-139636122853888] 请求成功
2026-01-03 23:41:23 | MedicalAI | INFO     | decorated_function:187 | [1767454883325-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:23 | MedicalAI | INFO     | decorated_function:189 | [1767454883325-139636122853888] 请求成功
2026-01-03 23:41:23 | MedicalAI | INFO     | decorated_function:187 | [1767454883492-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:23 | MedicalAI | INFO     | decorated_function:189 | [1767454883492-139636122853888] 请求成功
2026-01-03 23:41:23 | MedicalAI | INFO     | decorated_function:187 | [1767454883673-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:23 | MedicalAI | INFO     | decorated_function:189 | [1767454883673-139636122853888] 请求成功
2026-01-03 23:41:23 | MedicalAI | INFO     | decorated_function:187 | [1767454883849-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:23 | MedicalAI | INFO     | decorated_function:189 | [1767454883849-139636122853888] 请求成功
2026-01-03 23:41:24 | MedicalAI | INFO     | decorated_function:187 | [1767454884017-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:24 | MedicalAI | INFO     | decorated_function:189 | [1767454884017-139636122853888] 请求成功
2026-01-03 23:41:24 | MedicalAI | INFO     | decorated_function:187 | [1767454884188-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:24 | MedicalAI | INFO     | decorated_function:189 | [1767454884188-139636122853888] 请求成功
2026-01-03 23:41:24 | MedicalAI | INFO     | decorated_function:187 | [1767454884386-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:24 | MedicalAI | INFO     | decorated_function:189 | [1767454884386-139636122853888] 请求成功
2026-01-03 23:41:24 | MedicalAI | INFO     | decorated_function:187 | [1767454884569-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:24 | MedicalAI | INFO     | decorated_function:189 | [1767454884569-139636122853888] 请求成功
2026-01-03 23:41:24 | MedicalAI | INFO     | decorated_function:187 | [1767454884741-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:24 | MedicalAI | INFO     | decorated_function:189 | [1767454884741-139636122853888] 请求成功
2026-01-03 23:41:24 | MedicalAI | INFO     | decorated_function:187 | [1767454884911-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:24 | MedicalAI | INFO     | decorated_function:189 | [1767454884911-139636122853888] 请求成功
2026-01-03 23:41:25 | MedicalAI | INFO     | decorated_function:187 | [1767454885088-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:25 | MedicalAI | INFO     | decorated_function:189 | [1767454885088-139636122853888] 请求成功
2026-01-03 23:41:25 | MedicalAI | INFO     | decorated_function:187 | [1767454885257-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:25 | MedicalAI | INFO     | decorated_function:189 | [1767454885257-139636122853888] 请求成功
2026-01-03 23:41:25 | MedicalAI | INFO     | decorated_function:187 | [1767454885431-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:25 | MedicalAI | INFO     | decorated_function:189 | [1767454885431-139636122853888] 请求成功
2026-01-03 23:41:25 | MedicalAI | INFO     | decorated_function:187 | [1767454885602-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:25 | MedicalAI | INFO     | decorated_function:189 | [1767454885602-139636122853888] 请求成功
2026-01-03 23:41:25 | MedicalAI | INFO     | decorated_function:187 | [1767454885786-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:25 | MedicalAI | INFO     | decorated_function:189 | [1767454885786-139636122853888] 请求成功
2026-01-03 23:41:26 | MedicalAI | INFO     | decorated_function:187 | [1767454886019-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:26 | MedicalAI | INFO     | decorated_function:189 | [1767454886019-139636122853888] 请求成功
2026-01-03 23:41:26 | MedicalAI | INFO     | decorated_function:187 | [1767454886194-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:26 | MedicalAI | INFO     | decorated_function:189 | [1767454886194-139636122853888] 请求成功
2026-01-03 23:41:26 | MedicalAI | INFO     | decorated_function:187 | [1767454886369-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:26 | MedicalAI | INFO     | decorated_function:189 | [1767454886369-139636122853888] 请求成功
2026-01-03 23:41:26 | MedicalAI | INFO     | decorated_function:187 | [1767454886555-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:26 | MedicalAI | INFO     | decorated_function:189 | [1767454886555-139636122853888] 请求成功
2026-01-03 23:41:26 | MedicalAI | INFO     | decorated_function:187 | [1767454886736-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:26 | MedicalAI | INFO     | decorated_function:189 | [1767454886736-139636122853888] 请求成功
2026-01-03 23:41:26 | MedicalAI | INFO     | decorated_function:187 | [1767454886954-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:26 | MedicalAI | INFO     | decorated_function:189 | [1767454886954-139636122853888] 请求成功
2026-01-03 23:41:27 | MedicalAI | INFO     | decorated_function:187 | [1767454887131-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:27 | MedicalAI | INFO     | decorated_function:189 | [1767454887131-139636122853888] 请求成功
2026-01-03 23:41:27 | MedicalAI | INFO     | decorated_function:187 | [1767454887308-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:27 | MedicalAI | INFO     | decorated_function:189 | [1767454887308-139636122853888] 请求成功
2026-01-03 23:41:27 | MedicalAI | INFO     | decorated_function:187 | [1767454887483-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:27 | MedicalAI | INFO     | decorated_function:189 | [1767454887483-139636122853888] 请求成功
2026-01-03 23:41:27 | MedicalAI | INFO     | decorated_function:187 | [1767454887668-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:27 | MedicalAI | INFO     | decorated_function:189 | [1767454887668-139636122853888] 请求成功
2026-01-03 23:41:27 | MedicalAI | INFO     | decorated_function:187 | [1767454887841-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:27 | MedicalAI | INFO     | decorated_function:189 | [1767454887841-139636122853888] 请求成功
2026-01-03 23:41:28 | MedicalAI | INFO     | decorated_function:187 | [1767454888020-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:28 | MedicalAI | INFO     | decorated_function:189 | [1767454888020-139636122853888] 请求成功
2026-01-03 23:41:28 | MedicalAI | INFO     | decorated_function:187 | [1767454888198-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:28 | MedicalAI | INFO     | decorated_function:189 | [1767454888198-139636122853888] 请求成功
2026-01-03 23:41:28 | MedicalAI | INFO     | decorated_function:187 | [1767454888372-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:28 | MedicalAI | INFO     | decorated_function:189 | [1767454888372-139636122853888] 请求成功
2026-01-03 23:41:28 | MedicalAI | INFO     | decorated_function:187 | [1767454888547-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:28 | MedicalAI | INFO     | decorated_function:189 | [1767454888547-139636122853888] 请求成功
2026-01-03 23:41:28 | MedicalAI | INFO     | decorated_function:187 | [1767454888734-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:28 | MedicalAI | INFO     | decorated_function:189 | [1767454888734-139636122853888] 请求成功
2026-01-03 23:41:28 | MedicalAI | INFO     | decorated_function:187 | [1767454888909-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:28 | MedicalAI | INFO     | decorated_function:189 | [1767454888909-139636122853888] 请求成功
2026-01-03 23:41:29 | MedicalAI | INFO     | decorated_function:187 | [1767454889086-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:29 | MedicalAI | INFO     | decorated_function:189 | [1767454889086-139636122853888] 请求成功
2026-01-03 23:41:29 | MedicalAI | INFO     | decorated_function:187 | [1767454889263-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:29 | MedicalAI | INFO     | decorated_function:189 | [1767454889263-139636122853888] 请求成功
2026-01-03 23:41:29 | MedicalAI | INFO     | decorated_function:187 | [1767454889536-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:29 | MedicalAI | INFO     | decorated_function:189 | [1767454889536-139636122853888] 请求成功
2026-01-03 23:41:29 | MedicalAI | INFO     | decorated_function:187 | [1767454889712-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:29 | MedicalAI | INFO     | decorated_function:189 | [1767454889712-139636122853888] 请求成功
2026-01-03 23:41:29 | MedicalAI | INFO     | decorated_function:187 | [1767454889880-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:29 | MedicalAI | INFO     | decorated_function:189 | [1767454889880-139636122853888] 请求成功
2026-01-03 23:41:30 | MedicalAI | INFO     | decorated_function:187 | [1767454890048-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:30 | MedicalAI | INFO     | decorated_function:189 | [1767454890048-139636122853888] 请求成功
2026-01-03 23:41:30 | MedicalAI | INFO     | decorated_function:187 | [1767454890215-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:30 | MedicalAI | INFO     | decorated_function:189 | [1767454890215-139636122853888] 请求成功
2026-01-03 23:41:30 | MedicalAI | INFO     | decorated_function:187 | [1767454890378-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:30 | MedicalAI | INFO     | decorated_function:189 | [1767454890378-139636122853888] 请求成功
2026-01-03 23:41:30 | MedicalAI | INFO     | decorated_function:187 | [1767454890556-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:30 | MedicalAI | INFO     | decorated_function:189 | [1767454890556-139636122853888] 请求成功
2026-01-03 23:41:30 | MedicalAI | INFO     | decorated_function:187 | [1767454890734-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:30 | MedicalAI | INFO     | decorated_function:189 | [1767454890734-139636122853888] 请求成功
2026-01-03 23:41:30 | MedicalAI | INFO     | decorated_function:187 | [1767454890927-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:30 | MedicalAI | INFO     | decorated_function:189 | [1767454890927-139636122853888] 请求成功
2026-01-03 23:41:31 | MedicalAI | INFO     | decorated_function:187 | [1767454891094-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:31 | MedicalAI | INFO     | decorated_function:189 | [1767454891094-139636122853888] 请求成功
2026-01-03 23:41:31 | MedicalAI | INFO     | decorated_function:187 | [1767454891263-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:31 | MedicalAI | INFO     | decorated_function:189 | [1767454891263-139636122853888] 请求成功
2026-01-03 23:41:31 | MedicalAI | INFO     | decorated_function:187 | [1767454891429-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:31 | MedicalAI | INFO     | decorated_function:189 | [1767454891429-139636122853888] 请求成功
2026-01-03 23:41:31 | MedicalAI | INFO     | decorated_function:187 | [1767454891596-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:31 | MedicalAI | INFO     | decorated_function:189 | [1767454891596-139636122853888] 请求成功
2026-01-03 23:41:31 | MedicalAI | INFO     | decorated_function:187 | [1767454891769-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:31 | MedicalAI | INFO     | decorated_function:189 | [1767454891769-139636122853888] 请求成功
2026-01-03 23:41:31 | MedicalAI | INFO     | decorated_function:187 | [1767454891934-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:31 | MedicalAI | INFO     | decorated_function:189 | [1767454891934-139636122853888] 请求成功
2026-01-03 23:41:32 | MedicalAI | INFO     | decorated_function:187 | [1767454892126-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:32 | MedicalAI | INFO     | decorated_function:189 | [1767454892126-139636122853888] 请求成功
2026-01-03 23:41:32 | MedicalAI | INFO     | decorated_function:187 | [1767454892295-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:41:32 | MedicalAI | INFO     | decorated_function:189 | [1767454892295-139636122853888] 请求成功
2026-01-03 23:42:38 | MedicalAI | INFO     | decorated_function:187 | [1767454958002-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:42:38 | MedicalAI | INFO     | decorated_function:189 | [1767454958002-139636122853888] 请求成功
2026-01-03 23:42:38 | MedicalAI | INFO     | decorated_function:187 | [1767454958175-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:42:38 | MedicalAI | INFO     | decorated_function:189 | [1767454958175-139636122853888] 请求成功
2026-01-03 23:42:38 | MedicalAI | INFO     | decorated_function:187 | [1767454958343-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:42:38 | MedicalAI | INFO     | decorated_function:189 | [1767454958343-139636122853888] 请求成功
2026-01-03 23:42:38 | MedicalAI | INFO     | decorated_function:187 | [1767454958535-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:42:38 | MedicalAI | INFO     | decorated_function:189 | [1767454958535-139636122853888] 请求成功
2026-01-03 23:42:38 | MedicalAI | INFO     | decorated_function:187 | [1767454958708-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:42:38 | MedicalAI | INFO     | decorated_function:189 | [1767454958708-139636122853888] 请求成功
2026-01-03 23:42:38 | MedicalAI | INFO     | decorated_function:187 | [1767454958875-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:42:38 | MedicalAI | INFO     | decorated_function:189 | [1767454958875-139636122853888] 请求成功
2026-01-03 23:42:39 | MedicalAI | INFO     | decorated_function:187 | [1767454959055-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:42:39 | MedicalAI | INFO     | decorated_function:189 | [1767454959055-139636122853888] 请求成功
2026-01-03 23:42:39 | MedicalAI | INFO     | decorated_function:187 | [1767454959232-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:42:39 | MedicalAI | INFO     | decorated_function:189 | [1767454959232-139636122853888] 请求成功
2026-01-03 23:42:39 | MedicalAI | INFO     | decorated_function:187 | [1767454959401-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:42:39 | MedicalAI | INFO     | decorated_function:189 | [1767454959401-139636122853888] 请求成功
2026-01-03 23:42:39 | MedicalAI | INFO     | decorated_function:187 | [1767454959568-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:42:39 | MedicalAI | INFO     | decorated_function:189 | [1767454959568-139636122853888] 请求成功
2026-01-03 23:42:39 | MedicalAI | INFO     | decorated_function:187 | [1767454959729-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:42:39 | MedicalAI | INFO     | decorated_function:189 | [1767454959729-139636122853888] 请求成功
2026-01-03 23:42:39 | MedicalAI | INFO     | decorated_function:187 | [1767454959891-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:42:39 | MedicalAI | INFO     | decorated_function:189 | [1767454959891-139636122853888] 请求成功
2026-01-03 23:42:40 | MedicalAI | INFO     | decorated_function:187 | [1767454960070-139636122853888] 请求开始: POST /api/predict
